Measure,Indicator,Region,Year,Food group,Stats,Intake (g/d)
abs,GDD_adj_IOM,CPV,2015,fruits,low,176.022
abs,GDD_adj_IOM,CPV,2015,fruits,high,332.404
abs,GDD_adj_IOM,CPV,2015,vegetables,mean,253.39
abs,GDD_adj_IOM,CPV,2015,vegetables,low,193.643
abs,GDD_adj_IOM,CPV,2015,vegetables,high,331.552
abs,GDD_adj_IOM,CPV,2015,potatoes,mean,51.3365
abs,GDD_adj_IOM,CPV,2015,potatoes,low,28.8146
abs,GDD_adj_IOM,CPV,2015,potatoes,high,94.5879
abs,GDD_adj_IOM,CPV,2015,othr_roots,mean,38.0954
abs,GDD_adj_IOM,CPV,2015,othr_roots,low,25.0078
abs,GDD_adj_IOM,CPV,2015,othr_roots,high,60.8944
abs,GDD_adj_IOM,CPV,2015,legumes,mean,34.4769
abs,GDD_adj_IOM,CPV,2015,legumes,low,24.0324
abs,GDD_adj_IOM,CPV,2015,legumes,high,52.2011
abs,GDD_adj_IOM,CPV,2015,nuts,mean,15.6582
abs,GDD_adj_IOM,CPV,2015,nuts,low,8.39256
abs,GDD_adj_IOM,CPV,2015,nuts,high,29.0578
abs,GDD_adj_IOM,CPV,2015,prc_grains,mean,267.846
abs,GDD_adj_IOM,CPV,2015,prc_grains,low,199.23
abs,GDD_adj_IOM,CPV,2015,prc_grains,high,350.575
abs,GDD_adj_IOM,CPV,2015,whole_grains,mean,72.2084
abs,GDD_adj_IOM,CPV,2015,whole_grains,low,40.5609
abs,GDD_adj_IOM,CPV,2015,whole_grains,high,115.255
abs,GDD_adj_IOM,CPV,2015,prc_meat,mean,7.85527
abs,GDD_adj_IOM,CPV,2015,prc_meat,low,3.18862
abs,GDD_adj_IOM,CPV,2015,prc_meat,high,20.072
abs,GDD_adj_IOM,CPV,2015,red_meat,mean,22.6715
abs,GDD_adj_IOM,CPV,2015,red_meat,low,18.3455
abs,GDD_adj_IOM,CPV,2015,red_meat,high,28.617
abs,GDD_adj_IOM,CPV,2015,fish,mean,39.9838
abs,GDD_adj_IOM,CPV,2015,fish,low,31.8771
abs,GDD_adj_IOM,CPV,2015,fish,high,50.6828
abs,GDD_adj_IOM,CPV,2015,eggs,mean,26.6229
abs,GDD_adj_IOM,CPV,2015,eggs,low,20.796
abs,GDD_adj_IOM,CPV,2015,eggs,high,33.9388
abs,GDD_adj_IOM,CPV,2015,milk,mean,91.3696
abs,GDD_adj_IOM,CPV,2015,milk,low,74.4625
abs,GDD_adj_IOM,CPV,2015,milk,high,111.619
abs,GDD_adj_IOM,CPV,2015,dairy,mean,133.115
abs,GDD_adj_IOM,CPV,2015,dairy,low,100.347
abs,GDD_adj_IOM,CPV,2015,dairy,high,180.27
abs,GDD_adj_IOM,CPV,2015,grains,mean,340.055
abs,GDD_adj_IOM,CPV,2015,grains,low,239.791
abs,GDD_adj_IOM,CPV,2015,grains,high,465.829
abs,GDD_adj_IOM,CPV,2015,roots,mean,89.4319
abs,GDD_adj_IOM,CPV,2015,roots,low,53.8224
abs,GDD_adj_IOM,CPV,2015,roots,high,155.482
abs,GDD_adj_IOM,CPV,2015,red_prc_meat,mean,30.5267
abs,GDD_adj_IOM,CPV,2015,red_prc_meat,low,21.5341
abs,GDD_adj_IOM,CPV,2015,red_prc_meat,high,48.689
abs,GDD_adj_IOM,DOM,2015,fruits,mean,169.839
abs,GDD_adj_IOM,DOM,2015,fruits,low,155.186
abs,GDD_adj_IOM,DOM,2015,fruits,high,186.597
abs,GDD_adj_IOM,DOM,2015,vegetables,mean,131.707
abs,GDD_adj_IOM,DOM,2015,vegetables,low,119.246
abs,GDD_adj_IOM,DOM,2015,vegetables,high,145.469
abs,GDD_adj_IOM,DOM,2015,potatoes,mean,37.2693
abs,GDD_adj_IOM,DOM,2015,potatoes,low,20.0035
abs,GDD_adj_IOM,DOM,2015,potatoes,high,69.0306
abs,GDD_adj_IOM,DOM,2015,othr_roots,mean,74.1623
abs,GDD_adj_IOM,DOM,2015,othr_roots,low,64.5822
abs,GDD_adj_IOM,DOM,2015,othr_roots,high,85.006
abs,GDD_adj_IOM,DOM,2015,legumes,mean,57.216
abs,GDD_adj_IOM,DOM,2015,legumes,low,50.5087
abs,GDD_adj_IOM,DOM,2015,legumes,high,65.338
abs,GDD_adj_IOM,DOM,2015,nuts,mean,1.72239
abs,GDD_adj_IOM,DOM,2015,nuts,low,0.912849
abs,GDD_adj_IOM,DOM,2015,nuts,high,3.32788
abs,GDD_adj_IOM,DOM,2015,prc_grains,mean,366.809
abs,GDD_adj_IOM,DOM,2015,prc_grains,low,321.284
abs,GDD_adj_IOM,DOM,2015,prc_grains,high,418.672
abs,GDD_adj_IOM,DOM,2015,whole_grains,mean,13.4682
abs,GDD_adj_IOM,DOM,2015,whole_grains,low,6.04043
abs,GDD_adj_IOM,DOM,2015,whole_grains,high,32.4251
abs,GDD_adj_IOM,DOM,2015,prc_meat,mean,48.8739
abs,GDD_adj_IOM,DOM,2015,prc_meat,low,27.116
abs,GDD_adj_IOM,DOM,2015,prc_meat,high,82.1748
abs,GDD_adj_IOM,DOM,2015,red_meat,mean,63.1178
abs,GDD_adj_IOM,DOM,2015,red_meat,low,56.7108
abs,GDD_adj_IOM,DOM,2015,red_meat,high,70.3387
abs,GDD_adj_IOM,DOM,2015,fish,mean,19.0341
abs,GDD_adj_IOM,DOM,2015,fish,low,16.4003
abs,GDD_adj_IOM,DOM,2015,fish,high,21.913
abs,GDD_adj_IOM,DOM,2015,eggs,mean,23.8565
abs,GDD_adj_IOM,DOM,2015,eggs,low,21.1486
abs,GDD_adj_IOM,DOM,2015,eggs,high,26.8234
abs,GDD_adj_IOM,DOM,2015,milk,mean,123.077
abs,GDD_adj_IOM,DOM,2015,milk,low,110.79
abs,GDD_adj_IOM,DOM,2015,milk,high,136.562
abs,GDD_adj_IOM,DOM,2015,dairy,mean,241.016
abs,GDD_adj_IOM,DOM,2015,dairy,low,194.788
abs,GDD_adj_IOM,DOM,2015,dairy,high,303.639
abs,GDD_adj_IOM,DOM,2015,grains,mean,380.277
abs,GDD_adj_IOM,DOM,2015,grains,low,327.324
abs,GDD_adj_IOM,DOM,2015,grains,high,451.098
abs,GDD_adj_IOM,DOM,2015,roots,mean,111.432
abs,GDD_adj_IOM,DOM,2015,roots,low,84.5856
abs,GDD_adj_IOM,DOM,2015,roots,high,154.037
abs,GDD_adj_IOM,DOM,2015,red_prc_meat,mean,111.992
abs,GDD_adj_IOM,DOM,2015,red_prc_meat,low,83.8269
abs,GDD_adj_IOM,DOM,2015,red_prc_meat,high,152.513
abs,GDD_adj_IOM,ECU,2015,fruits,mean,44.2555
abs,GDD_adj_IOM,ECU,2015,fruits,low,38.4901
abs,GDD_adj_IOM,ECU,2015,fruits,high,50.7656
abs,GDD_adj_IOM,ECU,2015,vegetables,mean,126.286
abs,GDD_adj_IOM,ECU,2015,vegetables,low,112.928
abs,GDD_adj_IOM,ECU,2015,vegetables,high,143.403
abs,GDD_adj_IOM,ECU,2015,potatoes,mean,61.0696
abs,GDD_adj_IOM,ECU,2015,potatoes,low,39.9944
abs,GDD_adj_IOM,ECU,2015,potatoes,high,93.4719
abs,GDD_adj_IOM,ECU,2015,othr_roots,mean,30.4491
abs,GDD_adj_IOM,ECU,2015,othr_roots,low,13.5547
abs,GDD_adj_IOM,ECU,2015,othr_roots,high,66.3097
abs,GDD_adj_IOM,ECU,2015,legumes,mean,24.2885
abs,GDD_adj_IOM,ECU,2015,legumes,low,13.8821
abs,GDD_adj_IOM,ECU,2015,legumes,high,42.9969
abs,GDD_adj_IOM,ECU,2015,nuts,mean,2.44235
abs,GDD_adj_IOM,ECU,2015,nuts,low,1.11976
abs,GDD_adj_IOM,ECU,2015,nuts,high,5.49659
abs,GDD_adj_IOM,ECU,2015,prc_grains,mean,232.446
abs,GDD_adj_IOM,ECU,2015,prc_grains,low,150.123
abs,GDD_adj_IOM,ECU,2015,prc_grains,high,353.59
abs,GDD_adj_IOM,ECU,2015,whole_grains,mean,37.0704
abs,GDD_adj_IOM,ECU,2015,whole_grains,low,17.8857
abs,GDD_adj_IOM,ECU,2015,whole_grains,high,74.7483
abs,GDD_adj_IOM,ECU,2015,prc_meat,mean,4.48969
abs,GDD_adj_IOM,ECU,2015,prc_meat,low,2.5734
abs,GDD_adj_IOM,ECU,2015,prc_meat,high,7.59405
abs,GDD_adj_IOM,ECU,2015,red_meat,mean,61.6953
abs,GDD_adj_IOM,ECU,2015,red_meat,low,38.7336
abs,GDD_adj_IOM,ECU,2015,red_meat,high,96.1573
abs,GDD_adj_IOM,ECU,2015,fish,mean,19.2343
abs,GDD_adj_IOM,ECU,2015,fish,low,11.5287
abs,GDD_adj_IOM,ECU,2015,fish,high,32.4527
abs,GDD_adj_IOM,ECU,2015,eggs,mean,32.2532
abs,GDD_adj_IOM,ECU,2015,eggs,low,22.1573
abs,GDD_adj_IOM,ECU,2015,eggs,high,47.4257
abs,GDD_adj_IOM,ECU,2015,milk,mean,114.233
abs,GDD_adj_IOM,ECU,2015,milk,low,91.4135
abs,GDD_adj_IOM,ECU,2015,milk,high,142.754
abs,GDD_adj_IOM,ECU,2015,dairy,mean,205.591
abs,GDD_adj_IOM,ECU,2015,dairy,low,154.114
abs,GDD_adj_IOM,ECU,2015,dairy,high,277.367
abs,GDD_adj_IOM,ECU,2015,grains,mean,269.516
abs,GDD_adj_IOM,ECU,2015,grains,low,168.009
abs,GDD_adj_IOM,ECU,2015,grains,high,428.338
abs,GDD_adj_IOM,ECU,2015,roots,mean,91.5187
abs,GDD_adj_IOM,ECU,2015,roots,low,53.5492
abs,GDD_adj_IOM,ECU,2015,roots,high,159.782
abs,GDD_adj_IOM,ECU,2015,red_prc_meat,mean,66.185
abs,GDD_adj_IOM,ECU,2015,red_prc_meat,low,41.307
abs,GDD_adj_IOM,ECU,2015,red_prc_meat,high,103.751
abs,GDD_adj_IOM,ETH,2015,fruits,mean,39.2682
abs,GDD_adj_IOM,ETH,2015,fruits,low,35.2379
abs,GDD_adj_IOM,ETH,2015,fruits,high,43.8569
abs,GDD_adj_IOM,ETH,2015,vegetables,mean,90.1894
abs,GDD_adj_IOM,ETH,2015,vegetables,low,81.9908
abs,GDD_adj_IOM,ETH,2015,vegetables,high,98.8815
abs,GDD_adj_IOM,ETH,2015,potatoes,mean,64.9559
abs,GDD_adj_IOM,ETH,2015,potatoes,low,49.9527
abs,GDD_adj_IOM,ETH,2015,potatoes,high,83.8557
abs,GDD_adj_IOM,ETH,2015,othr_roots,mean,26.9688
abs,GDD_adj_IOM,ETH,2015,othr_roots,low,23.0684
abs,GDD_adj_IOM,ETH,2015,othr_roots,high,31.6364
abs,GDD_adj_IOM,ETH,2015,legumes,mean,35.3799
abs,GDD_adj_IOM,ETH,2015,legumes,low,31.1495
abs,GDD_adj_IOM,ETH,2015,legumes,high,39.9661
abs,GDD_adj_IOM,ETH,2015,nuts,mean,1.66557
abs,GDD_adj_IOM,ETH,2015,nuts,low,1.16
abs,GDD_adj_IOM,ETH,2015,nuts,high,2.41348
abs,GDD_adj_IOM,ETH,2015,prc_grains,mean,313.706
abs,GDD_adj_IOM,ETH,2015,prc_grains,low,272.136
abs,GDD_adj_IOM,ETH,2015,prc_grains,high,362.13
abs,GDD_adj_IOM,ETH,2015,whole_grains,mean,179.819
abs,GDD_adj_IOM,ETH,2015,whole_grains,low,172.54
abs,GDD_adj_IOM,ETH,2015,whole_grains,high,183.683
abs,GDD_adj_IOM,ETH,2015,prc_meat,mean,27.7474
abs,GDD_adj_IOM,ETH,2015,prc_meat,low,7.02303
abs,GDD_adj_IOM,ETH,2015,prc_meat,high,77.5984
abs,GDD_adj_IOM,ETH,2015,red_meat,mean,10.7812
abs,GDD_adj_IOM,ETH,2015,red_meat,low,9.28255
abs,GDD_adj_IOM,ETH,2015,red_meat,high,12.6045
abs,GDD_adj_IOM,ETH,2015,fish,mean,4.66145
abs,GDD_adj_IOM,ETH,2015,fish,low,3.86536
abs,GDD_adj_IOM,ETH,2015,fish,high,5.61467
abs,GDD_adj_IOM,ETH,2015,eggs,mean,8.00328
abs,GDD_adj_IOM,ETH,2015,eggs,low,6.6719
abs,GDD_adj_IOM,ETH,2015,eggs,high,9.69963
abs,GDD_adj_IOM,ETH,2015,milk,mean,46.6789
abs,GDD_adj_IOM,ETH,2015,milk,low,41.4387
abs,GDD_adj_IOM,ETH,2015,milk,high,52.6522
abs,GDD_adj_IOM,ETH,2015,dairy,mean,84.1926
abs,GDD_adj_IOM,ETH,2015,dairy,low,67.9587
abs,GDD_adj_IOM,ETH,2015,dairy,high,105.276
abs,GDD_adj_IOM,ETH,2015,grains,mean,493.525
abs,GDD_adj_IOM,ETH,2015,grains,low,444.675
abs,GDD_adj_IOM,ETH,2015,grains,high,545.813
abs,GDD_adj_IOM,ETH,2015,roots,mean,91.9247
abs,GDD_adj_IOM,ETH,2015,roots,low,73.0211
abs,GDD_adj_IOM,ETH,2015,roots,high,115.492
abs,GDD_adj_IOM,ETH,2015,red_prc_meat,mean,38.5286
abs,GDD_adj_IOM,ETH,2015,red_prc_meat,low,16.3056
abs,GDD_adj_IOM,ETH,2015,red_prc_meat,high,90.2029
abs,GDD_adj_IOM,GAB,2015,fruits,mean,87.9735
abs,GDD_adj_IOM,GAB,2015,fruits,low,76.0541
abs,GDD_adj_IOM,GAB,2015,fruits,high,101.481
abs,GDD_adj_IOM,GAB,2015,vegetables,mean,145.46
abs,GDD_adj_IOM,GAB,2015,vegetables,low,127.718
abs,GDD_adj_IOM,GAB,2015,vegetables,high,165.054
abs,GDD_adj_IOM,GAB,2015,potatoes,mean,72.1128
abs,GDD_adj_IOM,GAB,2015,potatoes,low,39.65
abs,GDD_adj_IOM,GAB,2015,potatoes,high,130.871
abs,GDD_adj_IOM,GAB,2015,othr_roots,mean,60.0961
abs,GDD_adj_IOM,GAB,2015,othr_roots,low,50.4088
abs,GDD_adj_IOM,GAB,2015,othr_roots,high,72.1407
abs,GDD_adj_IOM,GAB,2015,legumes,mean,3.66141
abs,GDD_adj_IOM,GAB,2015,legumes,low,3.01672
abs,GDD_adj_IOM,GAB,2015,legumes,high,4.47929
abs,GDD_adj_IOM,GAB,2015,nuts,mean,24.8173
abs,GDD_adj_IOM,GAB,2015,nuts,low,13.9402
abs,GDD_adj_IOM,GAB,2015,nuts,high,43.5138
abs,GDD_adj_IOM,GAB,2015,prc_grains,mean,190.138
abs,GDD_adj_IOM,GAB,2015,prc_grains,low,158.452
abs,GDD_adj_IOM,GAB,2015,prc_grains,high,226.939
abs,GDD_adj_IOM,GAB,2015,whole_grains,mean,60.9673
abs,GDD_adj_IOM,GAB,2015,whole_grains,low,33.8555
abs,GDD_adj_IOM,GAB,2015,whole_grains,high,101.253
abs,GDD_adj_IOM,GAB,2015,prc_meat,mean,11.7887
abs,GDD_adj_IOM,GAB,2015,prc_meat,low,4.52003
abs,GDD_adj_IOM,GAB,2015,prc_meat,high,30.3884
abs,GDD_adj_IOM,GAB,2015,red_meat,mean,42.7898
abs,GDD_adj_IOM,GAB,2015,red_meat,low,35.5658
abs,GDD_adj_IOM,GAB,2015,red_meat,high,51.3018
abs,GDD_adj_IOM,GAB,2015,fish,mean,40.3766
abs,GDD_adj_IOM,GAB,2015,fish,low,33.5938
abs,GDD_adj_IOM,GAB,2015,fish,high,48.6394
abs,GDD_adj_IOM,GAB,2015,eggs,mean,14.6505
abs,GDD_adj_IOM,GAB,2015,eggs,low,11.4507
abs,GDD_adj_IOM,GAB,2015,eggs,high,18.6453
abs,GDD_adj_IOM,GAB,2015,milk,mean,93.6805
abs,GDD_adj_IOM,GAB,2015,milk,low,80.8316
abs,GDD_adj_IOM,GAB,2015,milk,high,108.065
abs,GDD_adj_IOM,GAB,2015,dairy,mean,117.344
abs,GDD_adj_IOM,GAB,2015,dairy,low,97.1036
abs,GDD_adj_IOM,GAB,2015,dairy,high,142.987
abs,GDD_adj_IOM,GAB,2015,grains,mean,251.105
abs,GDD_adj_IOM,GAB,2015,grains,low,192.308
abs,GDD_adj_IOM,GAB,2015,grains,high,328.192
abs,GDD_adj_IOM,GAB,2015,roots,mean,132.209
abs,GDD_adj_IOM,GAB,2015,roots,low,90.0587
abs,GDD_adj_IOM,GAB,2015,roots,high,203.012
abs,GDD_adj_IOM,GAB,2015,red_prc_meat,mean,54.5785
abs,GDD_adj_IOM,GAB,2015,red_prc_meat,low,40.0858
abs,GDD_adj_IOM,GAB,2015,red_prc_meat,high,81.6902
abs,GDD_adj_IOM,GHA,2015,fruits,mean,97.3321
abs,GDD_adj_IOM,GHA,2015,fruits,low,89.954
abs,GDD_adj_IOM,GHA,2015,fruits,high,105.205
abs,GDD_adj_IOM,GHA,2015,vegetables,mean,152.252
abs,GDD_adj_IOM,GHA,2015,vegetables,low,142.941
abs,GDD_adj_IOM,GHA,2015,vegetables,high,162.297
abs,GDD_adj_IOM,GHA,2015,potatoes,mean,2.46537
abs,GDD_adj_IOM,GHA,2015,potatoes,low,1.12302
abs,GDD_adj_IOM,GHA,2015,potatoes,high,5.19246
abs,GDD_adj_IOM,GHA,2015,othr_roots,mean,34.8701
abs,GDD_adj_IOM,GHA,2015,othr_roots,low,29.7357
abs,GDD_adj_IOM,GHA,2015,othr_roots,high,40.7783
abs,GDD_adj_IOM,GHA,2015,legumes,mean,20.0963
abs,GDD_adj_IOM,GHA,2015,legumes,low,17.4778
abs,GDD_adj_IOM,GHA,2015,legumes,high,23.2038
abs,GDD_adj_IOM,GHA,2015,nuts,mean,31.547
abs,GDD_adj_IOM,GHA,2015,nuts,low,17.9642
abs,GDD_adj_IOM,GHA,2015,nuts,high,54.4906
abs,GDD_adj_IOM,GHA,2015,prc_grains,mean,251.102
abs,GDD_adj_IOM,GHA,2015,prc_grains,low,218.811
abs,GDD_adj_IOM,GHA,2015,prc_grains,high,289.837
abs,GDD_adj_IOM,GHA,2015,whole_grains,mean,12.2045
abs,GDD_adj_IOM,GHA,2015,whole_grains,low,7.90051
abs,GDD_adj_IOM,GHA,2015,whole_grains,high,19.0746
abs,GDD_adj_IOM,GHA,2015,prc_meat,mean,3.27688
abs,GDD_adj_IOM,GHA,2015,prc_meat,low,0.990603
abs,GDD_adj_IOM,GHA,2015,prc_meat,high,10.911
abs,GDD_adj_IOM,GHA,2015,red_meat,mean,22.2166
abs,GDD_adj_IOM,GHA,2015,red_meat,low,19.4018
abs,GDD_adj_IOM,GHA,2015,red_meat,high,25.2385
abs,GDD_adj_IOM,GHA,2015,fish,mean,95.1915
abs,GDD_adj_IOM,GHA,2015,fish,low,84.9598
abs,GDD_adj_IOM,GHA,2015,fish,high,106.802
abs,GDD_adj_IOM,GHA,2015,eggs,mean,13.6962
abs,GDD_adj_IOM,GHA,2015,eggs,low,11.6175
abs,GDD_adj_IOM,GHA,2015,eggs,high,16.3194
abs,GDD_adj_IOM,GHA,2015,milk,mean,31.78
abs,GDD_adj_IOM,GHA,2015,milk,low,27.648
abs,GDD_adj_IOM,GHA,2015,milk,high,36.4815
abs,GDD_adj_IOM,GHA,2015,dairy,mean,41.2054
abs,GDD_adj_IOM,GHA,2015,dairy,low,34.7463
abs,GDD_adj_IOM,GHA,2015,dairy,high,49.1069
abs,GDD_adj_IOM,GHA,2015,grains,mean,263.307
abs,GDD_adj_IOM,GHA,2015,grains,low,226.712
abs,GDD_adj_IOM,GHA,2015,grains,high,308.912
abs,GDD_adj_IOM,GHA,2015,roots,mean,37.3355
abs,GDD_adj_IOM,GHA,2015,roots,low,30.8587
abs,GDD_adj_IOM,GHA,2015,roots,high,45.9707
abs,GDD_adj_IOM,GHA,2015,red_prc_meat,mean,25.4934
abs,GDD_adj_IOM,GHA,2015,red_prc_meat,low,20.3924
abs,GDD_adj_IOM,GHA,2015,red_prc_meat,high,36.1496
abs,GDD_adj_IOM,GTM,2015,fruits,mean,93.7833
abs,GDD_adj_IOM,GTM,2015,fruits,low,84.9288
abs,GDD_adj_IOM,GTM,2015,fruits,high,103.343
abs,GDD_adj_IOM,GTM,2015,vegetables,mean,102.151
abs,GDD_adj_IOM,GTM,2015,vegetables,low,94.3824
abs,GDD_adj_IOM,GTM,2015,vegetables,high,110.888
abs,GDD_adj_IOM,GTM,2015,potatoes,mean,28.5302
abs,GDD_adj_IOM,GTM,2015,potatoes,low,15.2474
abs,GDD_adj_IOM,GTM,2015,potatoes,high,54.1433
abs,GDD_adj_IOM,GTM,2015,othr_roots,mean,39.925
abs,GDD_adj_IOM,GTM,2015,othr_roots,low,34.4454
abs,GDD_adj_IOM,GTM,2015,othr_roots,high,45.6344
abs,GDD_adj_IOM,GTM,2015,legumes,mean,50.9971
abs,GDD_adj_IOM,GTM,2015,legumes,low,44.5081
abs,GDD_adj_IOM,GTM,2015,legumes,high,58.5301
abs,GDD_adj_IOM,GTM,2015,nuts,mean,3.30167
abs,GDD_adj_IOM,GTM,2015,nuts,low,1.86149
abs,GDD_adj_IOM,GTM,2015,nuts,high,6.01812
abs,GDD_adj_IOM,GTM,2015,prc_grains,mean,340.769
abs,GDD_adj_IOM,GTM,2015,prc_grains,low,295.146
abs,GDD_adj_IOM,GTM,2015,prc_grains,high,391.245
abs,GDD_adj_IOM,GTM,2015,whole_grains,mean,23.2843
abs,GDD_adj_IOM,GTM,2015,whole_grains,low,10.4893
abs,GDD_adj_IOM,GTM,2015,whole_grains,high,52.56
abs,GDD_adj_IOM,GTM,2015,prc_meat,mean,51.1417
abs,GDD_adj_IOM,GTM,2015,prc_meat,low,28.4054
abs,GDD_adj_IOM,GTM,2015,prc_meat,high,83.4155
abs,GDD_adj_IOM,GTM,2015,red_meat,mean,74.8098
abs,GDD_adj_IOM,GTM,2015,red_meat,low,67.7677
abs,GDD_adj_IOM,GTM,2015,red_meat,high,82.491
abs,GDD_adj_IOM,GTM,2015,fish,mean,6.18588
abs,GDD_adj_IOM,GTM,2015,fish,low,5.27756
abs,GDD_adj_IOM,GTM,2015,fish,high,7.20485
abs,GDD_adj_IOM,GTM,2015,eggs,mean,28.4379
abs,GDD_adj_IOM,GTM,2015,eggs,low,25.3078
abs,GDD_adj_IOM,GTM,2015,eggs,high,31.9645
abs,GDD_adj_IOM,GTM,2015,milk,mean,69.1885
abs,GDD_adj_IOM,GTM,2015,milk,low,61.0224
abs,GDD_adj_IOM,GTM,2015,milk,high,78.5695
abs,GDD_adj_IOM,GTM,2015,dairy,mean,209.587
abs,GDD_adj_IOM,GTM,2015,dairy,low,144.41
abs,GDD_adj_IOM,GTM,2015,dairy,high,318.698
abs,GDD_adj_IOM,GTM,2015,grains,mean,364.053
abs,GDD_adj_IOM,GTM,2015,grains,low,305.636
abs,GDD_adj_IOM,GTM,2015,grains,high,443.805
abs,GDD_adj_IOM,GTM,2015,roots,mean,68.4552
abs,GDD_adj_IOM,GTM,2015,roots,low,49.6928
abs,GDD_adj_IOM,GTM,2015,roots,high,99.7777
abs,GDD_adj_IOM,GTM,2015,red_prc_meat,mean,125.952
abs,GDD_adj_IOM,GTM,2015,red_prc_meat,low,96.1731
abs,GDD_adj_IOM,GTM,2015,red_prc_meat,high,165.907
abs,GDD_adj_IOM,HND,2015,fruits,mean,104.51
abs,GDD_adj_IOM,HND,2015,fruits,low,92.9293
abs,GDD_adj_IOM,HND,2015,fruits,high,118.396
abs,GDD_adj_IOM,HND,2015,vegetables,mean,34.8406
abs,GDD_adj_IOM,HND,2015,vegetables,low,30.6576
abs,GDD_adj_IOM,HND,2015,vegetables,high,39.9493
abs,GDD_adj_IOM,HND,2015,potatoes,mean,35.9239
abs,GDD_adj_IOM,HND,2015,potatoes,low,19.2297
abs,GDD_adj_IOM,HND,2015,potatoes,high,67.0698
abs,GDD_adj_IOM,HND,2015,othr_roots,mean,49.4828
abs,GDD_adj_IOM,HND,2015,othr_roots,low,42.549
abs,GDD_adj_IOM,HND,2015,othr_roots,high,57.7405
abs,GDD_adj_IOM,HND,2015,legumes,mean,49.7782
abs,GDD_adj_IOM,HND,2015,legumes,low,43.5254
abs,GDD_adj_IOM,HND,2015,legumes,high,57.3131
abs,GDD_adj_IOM,HND,2015,nuts,mean,4.8036
abs,GDD_adj_IOM,HND,2015,nuts,low,3.38517
abs,GDD_adj_IOM,HND,2015,nuts,high,6.79592
abs,GDD_adj_IOM,HND,2015,prc_grains,mean,284.592
abs,GDD_adj_IOM,HND,2015,prc_grains,low,245.018
abs,GDD_adj_IOM,HND,2015,prc_grains,high,330.645
abs,GDD_adj_IOM,HND,2015,whole_grains,mean,29.6821
abs,GDD_adj_IOM,HND,2015,whole_grains,low,13.6885
abs,GDD_adj_IOM,HND,2015,whole_grains,high,63.3718
abs,GDD_adj_IOM,HND,2015,prc_meat,mean,67.415
abs,GDD_adj_IOM,HND,2015,prc_meat,low,40.0013
abs,GDD_adj_IOM,HND,2015,prc_meat,high,101.168
abs,GDD_adj_IOM,HND,2015,red_meat,mean,36.4832
abs,GDD_adj_IOM,HND,2015,red_meat,low,32.5495
abs,GDD_adj_IOM,HND,2015,red_meat,high,41.003
abs,GDD_adj_IOM,HND,2015,fish,mean,12.898
abs,GDD_adj_IOM,HND,2015,fish,low,11.1409
abs,GDD_adj_IOM,HND,2015,fish,high,15.1283
abs,GDD_adj_IOM,HND,2015,eggs,mean,31.1903
abs,GDD_adj_IOM,HND,2015,eggs,low,27.8575
abs,GDD_adj_IOM,HND,2015,eggs,high,35.0536
abs,GDD_adj_IOM,HND,2015,milk,mean,86.4122
abs,GDD_adj_IOM,HND,2015,milk,low,75.9929
abs,GDD_adj_IOM,HND,2015,milk,high,97.4798
abs,GDD_adj_IOM,HND,2015,dairy,mean,201.148
abs,GDD_adj_IOM,HND,2015,dairy,low,158.038
abs,GDD_adj_IOM,HND,2015,dairy,high,256.743
abs,GDD_adj_IOM,HND,2015,grains,mean,314.274
abs,GDD_adj_IOM,HND,2015,grains,low,258.707
abs,GDD_adj_IOM,HND,2015,grains,high,394.017
abs,GDD_adj_IOM,HND,2015,roots,mean,85.4067
abs,GDD_adj_IOM,HND,2015,roots,low,61.7787
abs,GDD_adj_IOM,HND,2015,roots,high,124.81
abs,GDD_adj_IOM,HND,2015,red_prc_meat,mean,103.898
abs,GDD_adj_IOM,HND,2015,red_prc_meat,low,72.5509
abs,GDD_adj_IOM,HND,2015,red_prc_meat,high,142.171
abs,GDD_adj_IOM,HTI,2015,fruits,mean,83.1513
abs,GDD_adj_IOM,HTI,2015,fruits,low,73.6591
abs,GDD_adj_IOM,HTI,2015,fruits,high,93.8183
abs,GDD_adj_IOM,HTI,2015,vegetables,mean,94.1386
abs,GDD_adj_IOM,HTI,2015,vegetables,low,84.6459
abs,GDD_adj_IOM,HTI,2015,vegetables,high,105.459
abs,GDD_adj_IOM,HTI,2015,potatoes,mean,106.79
abs,GDD_adj_IOM,HTI,2015,potatoes,low,56.0389
abs,GDD_adj_IOM,HTI,2015,potatoes,high,201.404
abs,GDD_adj_IOM,HTI,2015,othr_roots,mean,29.7785
abs,GDD_adj_IOM,HTI,2015,othr_roots,low,25.667
abs,GDD_adj_IOM,HTI,2015,othr_roots,high,34.5631
abs,GDD_adj_IOM,HTI,2015,legumes,mean,31.7877
abs,GDD_adj_IOM,HTI,2015,legumes,low,27.3818
abs,GDD_adj_IOM,HTI,2015,legumes,high,36.9521
abs,GDD_adj_IOM,HTI,2015,nuts,mean,6.1173
abs,GDD_adj_IOM,HTI,2015,nuts,low,4.34824
abs,GDD_adj_IOM,HTI,2015,nuts,high,8.63975
abs,GDD_adj_IOM,HTI,2015,prc_grains,mean,308.477
abs,GDD_adj_IOM,HTI,2015,prc_grains,low,266.36
abs,GDD_adj_IOM,HTI,2015,prc_grains,high,358.564
abs,GDD_adj_IOM,HTI,2015,whole_grains,mean,30.3119
