Measure,Indicator,Region,Year,Food group,Stats,Intake (g/d)
abs,GDD_unadj,PER,2015,whole_grains,high,82.1999
abs,GDD_unadj,PER,2015,prc_meat,mean,39.7643
abs,GDD_unadj,PER,2015,prc_meat,low,19.9231
abs,GDD_unadj,PER,2015,prc_meat,high,72.6184
abs,GDD_unadj,PER,2015,red_meat,mean,136.828
abs,GDD_unadj,PER,2015,red_meat,low,125.127
abs,GDD_unadj,PER,2015,red_meat,high,149.515
abs,GDD_unadj,PER,2015,fish,mean,55.0159
abs,GDD_unadj,PER,2015,fish,low,40.2392
abs,GDD_unadj,PER,2015,fish,high,74.6109
abs,GDD_unadj,PER,2015,eggs,mean,33.3703
abs,GDD_unadj,PER,2015,eggs,low,30.0187
abs,GDD_unadj,PER,2015,eggs,high,37.2284
abs,GDD_unadj,PER,2015,milk,mean,93.3382
abs,GDD_unadj,PER,2015,milk,low,84.4757
abs,GDD_unadj,PER,2015,milk,high,102.985
abs,GDD_unadj,PER,2015,dairy,mean,401.331
abs,GDD_unadj,PER,2015,dairy,low,266.014
abs,GDD_unadj,PER,2015,dairy,high,596.127
abs,GDD_unadj,PER,2015,grains,mean,365.239
abs,GDD_unadj,PER,2015,grains,low,306.485
abs,GDD_unadj,PER,2015,grains,high,449.41
abs,GDD_unadj,PER,2015,roots,mean,128.469
abs,GDD_unadj,PER,2015,roots,low,103.681
abs,GDD_unadj,PER,2015,roots,high,168.828
abs,GDD_unadj,PER,2015,red_prc_meat,mean,176.592
abs,GDD_unadj,PER,2015,red_prc_meat,low,145.051
abs,GDD_unadj,PER,2015,red_prc_meat,high,222.134
abs,GDD_unadj,PRY,2015,fruits,mean,90.5504
abs,GDD_unadj,PRY,2015,fruits,low,77.8796
abs,GDD_unadj,PRY,2015,fruits,high,105.229
abs,GDD_unadj,PRY,2015,vegetables,mean,57.6609
abs,GDD_unadj,PRY,2015,vegetables,low,51.3392
abs,GDD_unadj,PRY,2015,vegetables,high,65.1118
abs,GDD_unadj,PRY,2015,potatoes,mean,43.5394
abs,GDD_unadj,PRY,2015,potatoes,low,23.2581
abs,GDD_unadj,PRY,2015,potatoes,high,82.5989
abs,GDD_unadj,PRY,2015,othr_roots,mean,43.5381
abs,GDD_unadj,PRY,2015,othr_roots,low,24.0192
abs,GDD_unadj,PRY,2015,othr_roots,high,77.6528
abs,GDD_unadj,PRY,2015,legumes,mean,14.0589
abs,GDD_unadj,PRY,2015,legumes,low,8.63699
abs,GDD_unadj,PRY,2015,legumes,high,23.5814
abs,GDD_unadj,PRY,2015,nuts,mean,5.60824
abs,GDD_unadj,PRY,2015,nuts,low,3.17444
abs,GDD_unadj,PRY,2015,nuts,high,10.1548
abs,GDD_unadj,PRY,2015,prc_grains,mean,155.329
abs,GDD_unadj,PRY,2015,prc_grains,low,107.102
abs,GDD_unadj,PRY,2015,prc_grains,high,225.84
abs,GDD_unadj,PRY,2015,whole_grains,mean,25.7193
abs,GDD_unadj,PRY,2015,whole_grains,low,11.9697
abs,GDD_unadj,PRY,2015,whole_grains,high,53.7948
abs,GDD_unadj,PRY,2015,prc_meat,mean,21.2869
abs,GDD_unadj,PRY,2015,prc_meat,low,10.5656
abs,GDD_unadj,PRY,2015,prc_meat,high,42.011
abs,GDD_unadj,PRY,2015,red_meat,mean,55.493
abs,GDD_unadj,PRY,2015,red_meat,low,42.0467
abs,GDD_unadj,PRY,2015,red_meat,high,72.7083
abs,GDD_unadj,PRY,2015,fish,mean,10.5973
abs,GDD_unadj,PRY,2015,fish,low,7.81249
abs,GDD_unadj,PRY,2015,fish,high,14.5026
abs,GDD_unadj,PRY,2015,eggs,mean,20.7504
abs,GDD_unadj,PRY,2015,eggs,low,15.9892
abs,GDD_unadj,PRY,2015,eggs,high,27.0966
abs,GDD_unadj,PRY,2015,milk,mean,108.356
abs,GDD_unadj,PRY,2015,milk,low,87.017
abs,GDD_unadj,PRY,2015,milk,high,138.454
abs,GDD_unadj,PRY,2015,dairy,mean,335.669
abs,GDD_unadj,PRY,2015,dairy,low,215.726
abs,GDD_unadj,PRY,2015,dairy,high,515.754
abs,GDD_unadj,PRY,2015,grains,mean,181.048
abs,GDD_unadj,PRY,2015,grains,low,119.072
abs,GDD_unadj,PRY,2015,grains,high,279.635
abs,GDD_unadj,PRY,2015,roots,mean,87.0775
abs,GDD_unadj,PRY,2015,roots,low,47.2773
abs,GDD_unadj,PRY,2015,roots,high,160.252
abs,GDD_unadj,PRY,2015,red_prc_meat,mean,76.7799
abs,GDD_unadj,PRY,2015,red_prc_meat,low,52.6122
abs,GDD_unadj,PRY,2015,red_prc_meat,high,114.719
abs,GDD_unadj,RWA,2015,fruits,mean,129.089
abs,GDD_unadj,RWA,2015,fruits,low,113.848
abs,GDD_unadj,RWA,2015,fruits,high,147.033
abs,GDD_unadj,RWA,2015,vegetables,mean,294.233
abs,GDD_unadj,RWA,2015,vegetables,low,266.348
abs,GDD_unadj,RWA,2015,vegetables,high,326.351
abs,GDD_unadj,RWA,2015,potatoes,mean,51.3389
abs,GDD_unadj,RWA,2015,potatoes,low,27.5135
abs,GDD_unadj,RWA,2015,potatoes,high,98.1911
abs,GDD_unadj,RWA,2015,othr_roots,mean,82.5981
abs,GDD_unadj,RWA,2015,othr_roots,low,70.6594
abs,GDD_unadj,RWA,2015,othr_roots,high,96.7535
abs,GDD_unadj,RWA,2015,legumes,mean,84.9289
abs,GDD_unadj,RWA,2015,legumes,low,73.5745
abs,GDD_unadj,RWA,2015,legumes,high,98.1393
abs,GDD_unadj,RWA,2015,nuts,mean,6.5788
abs,GDD_unadj,RWA,2015,nuts,low,3.50711
abs,GDD_unadj,RWA,2015,nuts,high,12.9527
abs,GDD_unadj,RWA,2015,prc_grains,mean,177.44
abs,GDD_unadj,RWA,2015,prc_grains,low,151.042
abs,GDD_unadj,RWA,2015,prc_grains,high,208.909
abs,GDD_unadj,RWA,2015,whole_grains,mean,54.968
abs,GDD_unadj,RWA,2015,whole_grains,low,29.9818
abs,GDD_unadj,RWA,2015,whole_grains,high,93.047
abs,GDD_unadj,RWA,2015,prc_meat,mean,2.13347
abs,GDD_unadj,RWA,2015,prc_meat,low,0.745023
abs,GDD_unadj,RWA,2015,prc_meat,high,6.56487
abs,GDD_unadj,RWA,2015,red_meat,mean,6.83671
abs,GDD_unadj,RWA,2015,red_meat,low,5.65717
abs,GDD_unadj,RWA,2015,red_meat,high,8.222
abs,GDD_unadj,RWA,2015,fish,mean,25.3571
abs,GDD_unadj,RWA,2015,fish,low,21.2858
abs,GDD_unadj,RWA,2015,fish,high,29.945
abs,GDD_unadj,RWA,2015,eggs,mean,2.03827
abs,GDD_unadj,RWA,2015,eggs,low,1.62307
abs,GDD_unadj,RWA,2015,eggs,high,2.58085
abs,GDD_unadj,RWA,2015,milk,mean,27.8829
abs,GDD_unadj,RWA,2015,milk,low,24.2306
abs,GDD_unadj,RWA,2015,milk,high,32.1443
abs,GDD_unadj,RWA,2015,dairy,mean,35.7474
abs,GDD_unadj,RWA,2015,dairy,low,29.7117
abs,GDD_unadj,RWA,2015,dairy,high,43.4927
abs,GDD_unadj,RWA,2015,grains,mean,232.408
abs,GDD_unadj,RWA,2015,grains,low,181.024
abs,GDD_unadj,RWA,2015,grains,high,301.956
abs,GDD_unadj,RWA,2015,roots,mean,133.937
abs,GDD_unadj,RWA,2015,roots,low,98.1729
abs,GDD_unadj,RWA,2015,roots,high,194.945
abs,GDD_unadj,RWA,2015,red_prc_meat,mean,8.97018
abs,GDD_unadj,RWA,2015,red_prc_meat,low,6.4022
abs,GDD_unadj,RWA,2015,red_prc_meat,high,14.7869
abs,GDD_unadj,SLV,2015,fruits,mean,95.5442
abs,GDD_unadj,SLV,2015,fruits,low,65.4228
abs,GDD_unadj,SLV,2015,fruits,high,140.026
abs,GDD_unadj,SLV,2015,vegetables,mean,106.621
abs,GDD_unadj,SLV,2015,vegetables,low,76.1772
abs,GDD_unadj,SLV,2015,vegetables,high,149.225
abs,GDD_unadj,SLV,2015,potatoes,mean,42.5291
abs,GDD_unadj,SLV,2015,potatoes,low,23.5215
abs,GDD_unadj,SLV,2015,potatoes,high,78.1987
abs,GDD_unadj,SLV,2015,othr_roots,mean,75.0218
abs,GDD_unadj,SLV,2015,othr_roots,low,42.2213
abs,GDD_unadj,SLV,2015,othr_roots,high,127.269
abs,GDD_unadj,SLV,2015,legumes,mean,32.8439
abs,GDD_unadj,SLV,2015,legumes,low,19.6968
abs,GDD_unadj,SLV,2015,legumes,high,55.4636
abs,GDD_unadj,SLV,2015,nuts,mean,3.1932
abs,GDD_unadj,SLV,2015,nuts,low,1.80182
abs,GDD_unadj,SLV,2015,nuts,high,5.9359
abs,GDD_unadj,SLV,2015,prc_grains,mean,237.996
abs,GDD_unadj,SLV,2015,prc_grains,low,167.396
abs,GDD_unadj,SLV,2015,prc_grains,high,333.063
abs,GDD_unadj,SLV,2015,whole_grains,mean,21.3888
abs,GDD_unadj,SLV,2015,whole_grains,low,9.79272
abs,GDD_unadj,SLV,2015,whole_grains,high,46.6823
abs,GDD_unadj,SLV,2015,prc_meat,mean,34.0535
abs,GDD_unadj,SLV,2015,prc_meat,low,18.5336
abs,GDD_unadj,SLV,2015,prc_meat,high,58.0917
abs,GDD_unadj,SLV,2015,red_meat,mean,31.938
abs,GDD_unadj,SLV,2015,red_meat,low,24.1467
abs,GDD_unadj,SLV,2015,red_meat,high,42.8749
abs,GDD_unadj,SLV,2015,fish,mean,11.2324
abs,GDD_unadj,SLV,2015,fish,low,8.2518
abs,GDD_unadj,SLV,2015,fish,high,15.2657
abs,GDD_unadj,SLV,2015,eggs,mean,21.7447
abs,GDD_unadj,SLV,2015,eggs,low,16.8097
abs,GDD_unadj,SLV,2015,eggs,high,28.1391
abs,GDD_unadj,SLV,2015,milk,mean,110.268
abs,GDD_unadj,SLV,2015,milk,low,87.3512
abs,GDD_unadj,SLV,2015,milk,high,140.591
abs,GDD_unadj,SLV,2015,dairy,mean,249.589
abs,GDD_unadj,SLV,2015,dairy,low,166.508
abs,GDD_unadj,SLV,2015,dairy,high,384.214
abs,GDD_unadj,SLV,2015,grains,mean,259.385
abs,GDD_unadj,SLV,2015,grains,low,177.189
abs,GDD_unadj,SLV,2015,grains,high,379.745
abs,GDD_unadj,SLV,2015,roots,mean,117.551
abs,GDD_unadj,SLV,2015,roots,low,65.7428
abs,GDD_unadj,SLV,2015,roots,high,205.467
abs,GDD_unadj,SLV,2015,red_prc_meat,mean,65.9915
abs,GDD_unadj,SLV,2015,red_prc_meat,low,42.6802
abs,GDD_unadj,SLV,2015,red_prc_meat,high,100.967
abs,GDD_unadj,SWZ,2015,fruits,mean,100.339
abs,GDD_unadj,SWZ,2015,fruits,low,89.9613
abs,GDD_unadj,SWZ,2015,fruits,high,112.442
abs,GDD_unadj,SWZ,2015,vegetables,mean,179.998
abs,GDD_unadj,SWZ,2015,vegetables,low,155.244
abs,GDD_unadj,SWZ,2015,vegetables,high,206.86
abs,GDD_unadj,SWZ,2015,potatoes,mean,55.0174
abs,GDD_unadj,SWZ,2015,potatoes,low,30.9547
abs,GDD_unadj,SWZ,2015,potatoes,high,99.1052
abs,GDD_unadj,SWZ,2015,othr_roots,mean,31.8808
abs,GDD_unadj,SWZ,2015,othr_roots,low,26.5678
abs,GDD_unadj,SWZ,2015,othr_roots,high,38.8773
abs,GDD_unadj,SWZ,2015,legumes,mean,13.2302
abs,GDD_unadj,SWZ,2015,legumes,low,10.9886
abs,GDD_unadj,SWZ,2015,legumes,high,15.9131
abs,GDD_unadj,SWZ,2015,nuts,mean,5.00195
abs,GDD_unadj,SWZ,2015,nuts,low,3.53774
abs,GDD_unadj,SWZ,2015,nuts,high,7.1228
abs,GDD_unadj,SWZ,2015,prc_grains,mean,469.194
abs,GDD_unadj,SWZ,2015,prc_grains,low,324.097
abs,GDD_unadj,SWZ,2015,prc_grains,high,651.173
abs,GDD_unadj,SWZ,2015,whole_grains,mean,0.0565541
abs,GDD_unadj,SWZ,2015,whole_grains,low,0.0251584
abs,GDD_unadj,SWZ,2015,whole_grains,high,0.128169
abs,GDD_unadj,SWZ,2015,prc_meat,mean,3.48087
abs,GDD_unadj,SWZ,2015,prc_meat,low,1.35483
abs,GDD_unadj,SWZ,2015,prc_meat,high,9.4424
abs,GDD_unadj,SWZ,2015,red_meat,mean,21.5281
abs,GDD_unadj,SWZ,2015,red_meat,low,18.4677
abs,GDD_unadj,SWZ,2015,red_meat,high,25.4984
abs,GDD_unadj,SWZ,2015,fish,mean,2.24758
abs,GDD_unadj,SWZ,2015,fish,low,1.7704
abs,GDD_unadj,SWZ,2015,fish,high,2.84545
abs,GDD_unadj,SWZ,2015,eggs,mean,3.50297
abs,GDD_unadj,SWZ,2015,eggs,low,2.76844
abs,GDD_unadj,SWZ,2015,eggs,high,4.45573
abs,GDD_unadj,SWZ,2015,milk,mean,57.6096
abs,GDD_unadj,SWZ,2015,milk,low,48.9027
abs,GDD_unadj,SWZ,2015,milk,high,67.9937
abs,GDD_unadj,SWZ,2015,dairy,mean,82.4771
abs,GDD_unadj,SWZ,2015,dairy,low,65.9387
abs,GDD_unadj,SWZ,2015,dairy,high,105.311
abs,GDD_unadj,SWZ,2015,grains,mean,469.251
abs,GDD_unadj,SWZ,2015,grains,low,324.122
abs,GDD_unadj,SWZ,2015,grains,high,651.301
abs,GDD_unadj,SWZ,2015,roots,mean,86.8982
abs,GDD_unadj,SWZ,2015,roots,low,57.5225
abs,GDD_unadj,SWZ,2015,roots,high,137.983
abs,GDD_unadj,SWZ,2015,red_prc_meat,mean,25.009
abs,GDD_unadj,SWZ,2015,red_prc_meat,low,19.8225
abs,GDD_unadj,SWZ,2015,red_prc_meat,high,34.9408
abs,GDD_unadj,TJK,2015,fruits,mean,91.3694
abs,GDD_unadj,TJK,2015,fruits,low,72.73
abs,GDD_unadj,TJK,2015,fruits,high,115.844
abs,GDD_unadj,TJK,2015,vegetables,mean,56.477
abs,GDD_unadj,TJK,2015,vegetables,low,43.8527
abs,GDD_unadj,TJK,2015,vegetables,high,72.4867
abs,GDD_unadj,TJK,2015,potatoes,mean,129.966
abs,GDD_unadj,TJK,2015,potatoes,low,82.809
abs,GDD_unadj,TJK,2015,potatoes,high,204.741
abs,GDD_unadj,TJK,2015,othr_roots,mean,56.9193
abs,GDD_unadj,TJK,2015,othr_roots,low,45.0735
abs,GDD_unadj,TJK,2015,othr_roots,high,72.775
abs,GDD_unadj,TJK,2015,legumes,mean,56.7191
abs,GDD_unadj,TJK,2015,legumes,low,41.2232
abs,GDD_unadj,TJK,2015,legumes,high,78.3453
abs,GDD_unadj,TJK,2015,nuts,mean,5.87572
abs,GDD_unadj,TJK,2015,nuts,low,3.39404
abs,GDD_unadj,TJK,2015,nuts,high,10.4336
abs,GDD_unadj,TJK,2015,prc_grains,mean,182.858
abs,GDD_unadj,TJK,2015,prc_grains,low,139.014
abs,GDD_unadj,TJK,2015,prc_grains,high,238.118
abs,GDD_unadj,TJK,2015,whole_grains,mean,43.7749
abs,GDD_unadj,TJK,2015,whole_grains,low,24.0722
abs,GDD_unadj,TJK,2015,whole_grains,high,72.917
abs,GDD_unadj,TJK,2015,prc_meat,mean,83.8655
abs,GDD_unadj,TJK,2015,prc_meat,low,50.0107
abs,GDD_unadj,TJK,2015,prc_meat,high,114.791
abs,GDD_unadj,TJK,2015,red_meat,mean,54.1801
abs,GDD_unadj,TJK,2015,red_meat,low,43.4534
abs,GDD_unadj,TJK,2015,red_meat,high,66.6597
abs,GDD_unadj,TJK,2015,fish,mean,8.46362
abs,GDD_unadj,TJK,2015,fish,low,5.94528
abs,GDD_unadj,TJK,2015,fish,high,12.3736
abs,GDD_unadj,TJK,2015,eggs,mean,17.6996
abs,GDD_unadj,TJK,2015,eggs,low,14.1155
abs,GDD_unadj,TJK,2015,eggs,high,22.2638
abs,GDD_unadj,TJK,2015,milk,mean,77.4376
abs,GDD_unadj,TJK,2015,milk,low,62.6528
abs,GDD_unadj,TJK,2015,milk,high,96.2147
abs,GDD_unadj,TJK,2015,dairy,mean,201.142
abs,GDD_unadj,TJK,2015,dairy,low,146.879
abs,GDD_unadj,TJK,2015,dairy,high,277.739
abs,GDD_unadj,TJK,2015,grains,mean,226.633
abs,GDD_unadj,TJK,2015,grains,low,163.086
abs,GDD_unadj,TJK,2015,grains,high,311.035
abs,GDD_unadj,TJK,2015,roots,mean,186.885
abs,GDD_unadj,TJK,2015,roots,low,127.883
abs,GDD_unadj,TJK,2015,roots,high,277.516
abs,GDD_unadj,TJK,2015,red_prc_meat,mean,138.046
abs,GDD_unadj,TJK,2015,red_prc_meat,low,93.4641
abs,GDD_unadj,TJK,2015,red_prc_meat,high,181.451
abs,GDD_unadj,TKM,2015,fruits,mean,70.8201
abs,GDD_unadj,TKM,2015,fruits,low,60.63
abs,GDD_unadj,TKM,2015,fruits,high,82.9616
abs,GDD_unadj,TKM,2015,vegetables,mean,114.822
abs,GDD_unadj,TKM,2015,vegetables,low,96.0996
abs,GDD_unadj,TKM,2015,vegetables,high,136.154
abs,GDD_unadj,TKM,2015,potatoes,mean,115.05
abs,GDD_unadj,TKM,2015,potatoes,low,73.5614
abs,GDD_unadj,TKM,2015,potatoes,high,180.602
abs,GDD_unadj,TKM,2015,othr_roots,mean,30.6449
abs,GDD_unadj,TKM,2015,othr_roots,low,17.122
abs,GDD_unadj,TKM,2015,othr_roots,high,56.5374
abs,GDD_unadj,TKM,2015,legumes,mean,34.3124
abs,GDD_unadj,TKM,2015,legumes,low,20.113
abs,GDD_unadj,TKM,2015,legumes,high,59.5436
abs,GDD_unadj,TKM,2015,nuts,mean,1.86155
abs,GDD_unadj,TKM,2015,nuts,low,1.08888
abs,GDD_unadj,TKM,2015,nuts,high,3.27173
abs,GDD_unadj,TKM,2015,prc_grains,mean,138.59
abs,GDD_unadj,TKM,2015,prc_grains,low,98.1563
abs,GDD_unadj,TKM,2015,prc_grains,high,199.766
abs,GDD_unadj,TKM,2015,whole_grains,mean,117.263
abs,GDD_unadj,TKM,2015,whole_grains,low,79.6939
abs,GDD_unadj,TKM,2015,whole_grains,high,151.605
abs,GDD_unadj,TKM,2015,prc_meat,mean,78.168
abs,GDD_unadj,TKM,2015,prc_meat,low,47.8273
abs,GDD_unadj,TKM,2015,prc_meat,high,107.161
abs,GDD_unadj,TKM,2015,red_meat,mean,96.8359
abs,GDD_unadj,TKM,2015,red_meat,low,77.736
abs,GDD_unadj,TKM,2015,red_meat,high,119.964
abs,GDD_unadj,TKM,2015,fish,mean,17.8076
abs,GDD_unadj,TKM,2015,fish,low,13.3784
abs,GDD_unadj,TKM,2015,fish,high,23.6873
abs,GDD_unadj,TKM,2015,eggs,mean,22.8026
abs,GDD_unadj,TKM,2015,eggs,low,17.4265
abs,GDD_unadj,TKM,2015,eggs,high,29.4783
abs,GDD_unadj,TKM,2015,milk,mean,120.28
abs,GDD_unadj,TKM,2015,milk,low,99.2021
abs,GDD_unadj,TKM,2015,milk,high,147.742
abs,GDD_unadj,TKM,2015,dairy,mean,716.962
abs,GDD_unadj,TKM,2015,dairy,low,460.859
abs,GDD_unadj,TKM,2015,dairy,high,1042.43
abs,GDD_unadj,TKM,2015,grains,mean,255.853
abs,GDD_unadj,TKM,2015,grains,low,177.85
abs,GDD_unadj,TKM,2015,grains,high,351.371
abs,GDD_unadj,TKM,2015,roots,mean,145.695
abs,GDD_unadj,TKM,2015,roots,low,90.6834
abs,GDD_unadj,TKM,2015,roots,high,237.139
abs,GDD_unadj,TKM,2015,red_prc_meat,mean,175.004
abs,GDD_unadj,TKM,2015,red_prc_meat,low,125.563
abs,GDD_unadj,TKM,2015,red_prc_meat,high,227.125
abs,GDD_unadj,TUR,2015,fruits,mean,86.8686
abs,GDD_unadj,TUR,2015,fruits,low,76.7929
abs,GDD_unadj,TUR,2015,fruits,high,98.9816
abs,GDD_unadj,TUR,2015,vegetables,mean,126.675
abs,GDD_unadj,TUR,2015,vegetables,low,113.97
abs,GDD_unadj,TUR,2015,vegetables,high,139.511
abs,GDD_unadj,TUR,2015,potatoes,mean,30.1613
abs,GDD_unadj,TUR,2015,potatoes,low,16.2942
abs,GDD_unadj,TUR,2015,potatoes,high,55.1362
abs,GDD_unadj,TUR,2015,othr_roots,mean,40.6581
abs,GDD_unadj,TUR,2015,othr_roots,low,14.954
abs,GDD_unadj,TUR,2015,othr_roots,high,106.119
abs,GDD_unadj,TUR,2015,legumes,mean,35.0728
abs,GDD_unadj,TUR,2015,legumes,low,23.4138
abs,GDD_unadj,TUR,2015,legumes,high,52.2546
abs,GDD_unadj,TUR,2015,nuts,mean,12.6071
abs,GDD_unadj,TUR,2015,nuts,low,7.90834
abs,GDD_unadj,TUR,2015,nuts,high,20.3108
abs,GDD_unadj,TUR,2015,prc_grains,mean,173.916
abs,GDD_unadj,TUR,2015,prc_grains,low,91.7802
abs,GDD_unadj,TUR,2015,prc_grains,high,327.278
abs,GDD_unadj,TUR,2015,whole_grains,mean,2.88595
abs,GDD_unadj,TUR,2015,whole_grains,low,1.70168
abs,GDD_unadj,TUR,2015,whole_grains,high,4.85907
abs,GDD_unadj,TUR,2015,prc_meat,mean,5.25235
abs,GDD_unadj,TUR,2015,prc_meat,low,3.50269
abs,GDD_unadj,TUR,2015,prc_meat,high,7.93579
abs,GDD_unadj,TUR,2015,red_meat,mean,54.2982
abs,GDD_unadj,TUR,2015,red_meat,low,38.41
abs,GDD_unadj,TUR,2015,red_meat,high,77.4992
abs,GDD_unadj,TUR,2015,fish,mean,8.74798
abs,GDD_unadj,TUR,2015,fish,low,4.37647
abs,GDD_unadj,TUR,2015,fish,high,17.2604
abs,GDD_unadj,TUR,2015,eggs,mean,18.2994
abs,GDD_unadj,TUR,2015,eggs,low,11.4748
abs,GDD_unadj,TUR,2015,eggs,high,28.7906
abs,GDD_unadj,TUR,2015,milk,mean,170.255
abs,GDD_unadj,TUR,2015,milk,low,111.475
abs,GDD_unadj,TUR,2015,milk,high,259.047
abs,GDD_unadj,TUR,2015,dairy,mean,707.153
abs,GDD_unadj,TUR,2015,dairy,low,472.881
abs,GDD_unadj,TUR,2015,dairy,high,1071.78
abs,GDD_unadj,TUR,2015,grains,mean,176.802
abs,GDD_unadj,TUR,2015,grains,low,93.4819
abs,GDD_unadj,TUR,2015,grains,high,332.137
abs,GDD_unadj,TUR,2015,roots,mean,70.8194
abs,GDD_unadj,TUR,2015,roots,low,31.2483
abs,GDD_unadj,TUR,2015,roots,high,161.256
abs,GDD_unadj,TUR,2015,red_prc_meat,mean,59.5505
abs,GDD_unadj,TUR,2015,red_prc_meat,low,41.9127
abs,GDD_unadj,TUR,2015,red_prc_meat,high,85.435
abs,GDD_unadj,UZB,2015,fruits,mean,103.028
abs,GDD_unadj,UZB,2015,fruits,low,81.663
abs,GDD_unadj,UZB,2015,fruits,high,130.029
abs,GDD_unadj,UZB,2015,vegetables,mean,302.933
abs,GDD_unadj,UZB,2015,vegetables,low,258.45
abs,GDD_unadj,UZB,2015,vegetables,high,348.826
abs,GDD_unadj,UZB,2015,potatoes,mean,268.139
abs,GDD_unadj,UZB,2015,potatoes,low,177.593
abs,GDD_unadj,UZB,2015,potatoes,high,381.858
abs,GDD_unadj,UZB,2015,othr_roots,mean,96.3933
abs,GDD_unadj,UZB,2015,othr_roots,low,75.0871
abs,GDD_unadj,UZB,2015,othr_roots,high,125.263
abs,GDD_unadj,UZB,2015,legumes,mean,41.4067
abs,GDD_unadj,UZB,2015,legumes,low,24.4594
abs,GDD_unadj,UZB,2015,legumes,high,72.8932
abs,GDD_unadj,UZB,2015,nuts,mean,5.87876
abs,GDD_unadj,UZB,2015,nuts,low,3.54026
abs,GDD_unadj,UZB,2015,nuts,high,10.3543
abs,GDD_unadj,UZB,2015,prc_grains,mean,209.217
abs,GDD_unadj,UZB,2015,prc_grains,low,158.012
abs,GDD_unadj,UZB,2015,prc_grains,high,280.067
abs,GDD_unadj,UZB,2015,whole_grains,mean,68.6562
abs,GDD_unadj,UZB,2015,whole_grains,low,40.0103
abs,GDD_unadj,UZB,2015,whole_grains,high,107.299
abs,GDD_unadj,UZB,2015,prc_meat,mean,63.6866
abs,GDD_unadj,UZB,2015,prc_meat,low,38.735
abs,GDD_unadj,UZB,2015,prc_meat,high,94.7942
abs,GDD_unadj,UZB,2015,red_meat,mean,124.019
abs,GDD_unadj,UZB,2015,red_meat,low,100.836
abs,GDD_unadj,UZB,2015,red_meat,high,150.626
abs,GDD_unadj,UZB,2015,fish,mean,43.0991
abs,GDD_unadj,UZB,2015,fish,low,31.6434
abs,GDD_unadj,UZB,2015,fish,high,58.7994
abs,GDD_unadj,UZB,2015,eggs,mean,38.9731
abs,GDD_unadj,UZB,2015,eggs,low,29.8248
abs,GDD_unadj,UZB,2015,eggs,high,50.2012
abs,GDD_unadj,UZB,2015,milk,mean,114.405
abs,GDD_unadj,UZB,2015,milk,low,88.8839
abs,GDD_unadj,UZB,2015,milk,high,145.673
abs,GDD_unadj,UZB,2015,dairy,mean,731.368
abs,GDD_unadj,UZB,2015,dairy,low,464.154
abs,GDD_unadj,UZB,2015,dairy,high,1084.66
abs,GDD_unadj,UZB,2015,grains,mean,277.874
abs,GDD_unadj,UZB,2015,grains,low,198.022
abs,GDD_unadj,UZB,2015,grains,high,387.365
abs,GDD_unadj,UZB,2015,roots,mean,364.532
abs,GDD_unadj,UZB,2015,roots,low,252.68
abs,GDD_unadj,UZB,2015,roots,high,507.122
abs,GDD_unadj,UZB,2015,red_prc_meat,mean,187.705
abs,GDD_unadj,UZB,2015,red_prc_meat,low,139.571
abs,GDD_unadj,UZB,2015,red_prc_meat,high,245.42
abs,GDD_unadj,VEN,2015,fruits,mean,96.4159
abs,GDD_unadj,VEN,2015,fruits,low,66.914
abs,GDD_unadj,VEN,2015,fruits,high,138.054
abs,GDD_unadj,VEN,2015,vegetables,mean,96.2601
abs,GDD_unadj,VEN,2015,vegetables,low,69.2056
abs,GDD_unadj,VEN,2015,vegetables,high,131.764
abs,GDD_unadj,VEN,2015,potatoes,mean,37.212
abs,GDD_unadj,VEN,2015,potatoes,low,20.6705
abs,GDD_unadj,VEN,2015,potatoes,high,69.8373
abs,GDD_unadj,VEN,2015,othr_roots,mean,46.1431
abs,GDD_unadj,VEN,2015,othr_roots,low,25.762
abs,GDD_unadj,VEN,2015,othr_roots,high,83.7625
abs,GDD_unadj,VEN,2015,legumes,mean,45.2888
abs,GDD_unadj,VEN,2015,legumes,low,27.5322
abs,GDD_unadj,VEN,2015,legumes,high,76.8195
abs,GDD_unadj,VEN,2015,nuts,mean,1.20458
abs,GDD_unadj,VEN,2015,nuts,low,0.653007
abs,GDD_unadj,VEN,2015,nuts,high,2.32284
abs,GDD_unadj,VEN,2015,prc_grains,mean,261.159
abs,GDD_unadj,VEN,2015,prc_grains,low,183.38
abs,GDD_unadj,VEN,2015,prc_grains,high,368.33
abs,GDD_unadj,VEN,2015,whole_grains,mean,26.1087
abs,GDD_unadj,VEN,2015,whole_grains,low,12.0506
abs,GDD_unadj,VEN,2015,whole_grains,high,56.2445
abs,GDD_unadj,VEN,2015,prc_meat,mean,49.3119
abs,GDD_unadj,VEN,2015,prc_meat,low,27.2757
abs,GDD_unadj,VEN,2015,prc_meat,high,77.6545
abs,GDD_unadj,VEN,2015,red_meat,mean,62.8568
abs,GDD_unadj,VEN,2015,red_meat,low,47.6649
abs,GDD_unadj,VEN,2015,red_meat,high,82.8854
abs,GDD_unadj,VEN,2015,fish,mean,8.44724
abs,GDD_unadj,VEN,2015,fish,low,6.24158
abs,GDD_unadj,VEN,2015,fish,high,11.6001
abs,GDD_unadj,VEN,2015,eggs,mean,18.795
abs,GDD_unadj,VEN,2015,eggs,low,14.6115
